STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS
Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,de Maisonneuve / Greene,Westmount,45.486971,-73.589293,1653344974136,1653345675283
Notre-Dame / de la Montagne,Ville-Marie,45.493029,-73.564818,des Seigneurs / Notre-Dame,Le Sud-Ouest,45.487723,-73.569083,1653344978761,1653345460108
de l'Esplanade / du Mont-Royal,Le Plateau-Mont-Royal,45.518253,-73.588338,Bélanger / St-Denis,Rosemont - La Petite-Patrie,45.53696,-73.61199,1653344979916,1653345796075
Parc Labelle (LaSalle / Henri-Duhamel),Verdun,45.472561,-73.5699892,Métro Lasalle (de Rushbrooke / Caisse),Verdun,45.470696,-73.565422,1653344976361,1653345163992
Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),Ahuntsic-Cartierville,45.5534001,-73.6622545,de St-Firmin / Fleury,Ahuntsic-Cartierville,45.570657,-73.651842,1653344979227,1653345994665
de la Montagne/ Sherbrooke,Ville-Marie,45.4997438,-73.5789384,Chomedey / de Maisonneuve,Ville-Marie,45.4918,-73.584006,1653344985557,1653345325958
de Gaspé / Fairmount,Le Plateau-Mont-Royal,45.525648,-73.592928,Jeanne-Mance / St-Viateur,Le Plateau-Mont-Royal,45.523027,-73.60184,1653344991234,1653345384731
Drolet / Laurier,Le Plateau-Mont-Royal,45.526252,-73.589758,Métro Mont-Royal (Rivard / du Mont-Royal),Le Plateau-Mont-Royal,45.524673,-73.58255,1653344991937,1653345271271
6e avenue / Bélanger,Rosemont - La Petite-Patrie,45.5545638,-73.5961568,Métro Parc  (Hutchison / Ogilvy),Villeray - Saint-Michel - Parc-Extension,45.5303513,-73.6243924,1653344984187,1653346004876
University / Milton,Ville-Marie,45.506511,-73.576669,Drummond / de Maisonneuve,Ville-Marie,45.49947,-73.57591,1653345000172,1653345492753
Métro Lasalle (de Rushbrooke / Caisse),Verdun,45.470696,-73.565422,de la Commune / King,Ville-Marie,45.497515,-73.552571,1653344990135,1653347269634
Hutchison / Prince-Arthur,Le Plateau-Mont-Royal,45.509759,-73.576107,de Maisonneuve / Mansfield (sud),Ville-Marie,45.502145,-73.573427,1653344991806,1653345333172
Roy / St-André,Le Plateau-Mont-Royal,45.521564,-73.570367,St-Zotique / Clark,Rosemont - La Petite-Patrie,45.531401,-73.612674,1653344995746,1653346381008
Parc MacDonald (Clanranald / Isabella),Côte-des-Neiges - Notre-Dame-de-Grâce,45.4826927,-73.6348128,Parc MacDonald (Clanranald / Isabella),Côte-des-Neiges - Notre-Dame-de-Grâce,45.4826927,-73.6348128,1653344989407,1653348243356
Cadillac / Sherbrooke,Mercier - Hochelaga-Maisonneuve,45.576963,-73.546836,Ontario / Sicard,Mercier - Hochelaga-Maisonneuve,45.556262,-73.537441,1653344997493,1653345991236
Christophe-Colomb / St-Joseph,Le Plateau-Mont-Royal,45.5303649,-73.5843927,Chabot / Beaubien,Rosemont - La Petite-Patrie,45.544376,-73.595645,1653344999955,1653345605699
Duvernay / Charlevoix,Le Sud-Ouest,45.482098,-73.574876,Berlioz / de l'Île des Soeurs,Verdun,45.459986,-73.543956,1653344998671,1653346547159
du Champ-de-Mars / Gosford,Ville-Marie,45.509655,-73.554009,du Champ-de-Mars / Gosford,Ville-Marie,45.509655,-73.554009,1653345007956,1653345034843
Métro de l'Église (Ross / de l'Église),Verdun,45.462726,-73.565959,Dubois / Eadie,Le Sud-Ouest,45.457597,-73.590529,1653345008884,1653345788918
Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.532514,-73.584811,Chabot / Villeray,Villeray - Saint-Michel - Parc-Extension,45.5522894,-73.6130065,1653345001985,1653345908826
de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.4676657,-73.5939178,Métro Place St-Henri (St-Ferdinand / St-Jacques),Le Sud-Ouest,45.477249,-73.587238,1653345002288,1653346366532
Métro Snowdon (de Westbury / Queen-Mary),Côte-des-Neiges - Notre-Dame-de-Grâce,45.485385,-73.628142,McKenna / Édouard-Montpetit,Côte-des-Neiges - Notre-Dame-de-Grâce,45.5011651,-73.6205475,1653345002814,1653345434007
de l'Esplanade / du Mont-Royal,Le Plateau-Mont-Royal,45.518253,-73.588338,de l'Esplanade / du Mont-Royal,Le Plateau-Mont-Royal,45.518253,-73.588338,1653345004002,1653345012038
Faillon / St-Denis,Villeray - Saint-Michel - Parc-Extension,45.5398641,-73.6203128,Laval / du Mont-Royal,Le Plateau-Mont-Royal,45.522365,-73.584146,1653345012530,1653346096398
Boyer / Rosemont,Rosemont - La Petite-Patrie,45.534136,-73.595478,Marquette / Rachel,Le Plateau-Mont-Royal,45.529802,-73.57029,1653345006901,1653345605734
Casgrain / Maguire,Le Plateau-Mont-Royal,45.525933,-73.595253,Bloomfield / Bernard,Outremont,45.520688,-73.608428,1653345010422,1653345496180
Notre-Dame / de la Montagne,Ville-Marie,45.493029,-73.564818,des Seigneurs / Notre-Dame,Le Sud-Ouest,45.487723,-73.569083,1653345018503,1653345436503
Hamilton / Jolicoeur,Le Sud-Ouest,45.456355,-73.597557,Beatty / de Verdun,Verdun,45.45073,-73.572575,1653345011693,1653346490665
St-Denis / René-Lévesque,Ville-Marie,45.512871,-73.558466,St-André / Robin,Ville-Marie,45.518128,-73.561851,1653345015553,1653345321889
Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,1653345015348,1653345051044
Drolet / Gounod,Villeray - Saint-Michel - Parc-Extension,45.540951,-73.626375,Guizot / St-Laurent,Villeray - Saint-Michel - Parc-Extension,45.539663,-73.634475,1653345018796,1653345243337
Métro Lasalle (de Rushbrooke / Caisse),Verdun,45.470696,-73.565422,de la Commune / King,Ville-Marie,45.497515,-73.552571,1653345019174,1653347285190
Ste-Catherine / Labelle,Ville-Marie,45.515065,-73.55923,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),Ville-Marie,45.494872,-73.571124,1653345023954,1653346075723
Parc Lalancette (de Rouen/ Valois),Mercier - Hochelaga-Maisonneuve,45.548145,-73.5471261,de Rouen / Lespérance,Ville-Marie,45.5386271,-73.5528392,1653345020566,1653345208971
Marquette / Rachel,Le Plateau-Mont-Royal,45.529802,-73.57029,de Mentana / Gilford,Le Plateau-Mont-Royal,45.528724,-73.583859,1653345023633,1653345447716
Hôpital général juif (de la Côte Ste-Catherine / Légaré),Côte-des-Neiges - Notre-Dame-de-Grâce,45.496302,-73.629822,Parc Kent (de Kent / Hudson),Côte-des-Neiges - Notre-Dame-de-Grâce,45.505721,-73.629459,1653345024538,1653345301408
Christophe-Colomb / St-Joseph,Le Plateau-Mont-Royal,45.5303649,-73.5843927,St-André / Ontario,Ville-Marie,45.51889,-73.56353,1653345028421,1653345494354
City Councillors / du President-Kennedy,Ville-Marie,45.506251,-73.571391,Villeneuve / St-Laurent,Le Plateau-Mont-Royal,45.521342,-73.589419,1653345029349,1653345588078
Grey / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4763443,-73.6062594,Hillside / Ste-Catherine,Westmount,45.482826,-73.590843,1653345026574,1653345420765
St-André / Cherrier,Le Plateau-Mont-Royal,45.520524,-73.567697,Prince-Arthur / du Parc,Le Plateau-Mont-Royal,45.51059,-73.57547,1653345028317,1653345590567
Métro Verdun (Willibrord / de Verdun),Verdun,45.459488,-73.572092,Métro Verdun (Willibrord / de Verdun),Verdun,45.459488,-73.572092,1653345035411,1653346262699
Métro Laurier (Bibaud / Rivard),Le Plateau-Mont-Royal,45.5278391,-73.5895747,Garnier / St-Grégoire,Le Plateau-Mont-Royal,45.5358344,-73.5870212,1653345030067,1653345252715
5e avenue / Bannantyne,Verdun,45.456365,-73.57614,Gagne / LaSalle,LaSalle,45.422451,-73.601194,1653345034412,1653346199434
Mackay / Ste-Catherine,Ville-Marie,45.495709,-73.576952,de Maisonneuve / Mansfield (nord),Ville-Marie,45.502311,-73.5733635,1653345036672,1653347907003
Parc Baldwin (Fullum / Sherbrooke),Le Plateau-Mont-Royal,45.5340705,-73.5626507,Drolet / Laurier,Le Plateau-Mont-Royal,45.526252,-73.589758,1653345039554,1653345827738
Clark / Fleury,Ahuntsic-Cartierville,45.547581,-73.665234,Clark / Fleury,Ahuntsic-Cartierville,45.547581,-73.665234,1653345050621,1653346221660
du Parc-La Fontaine / Duluth,Le Plateau-Mont-Royal,45.524518,-73.571977,St-Urbain / Beaubien,Rosemont - La Petite-Patrie,45.52951,-73.61068,1653345036272,1653345995700
du Rosaire / St-Hubert,Villeray - Saint-Michel - Parc-Extension,45.544819,-73.62151,Mozart / St-Laurent,Rosemont - La Petite-Patrie,45.53318,-73.61544,1653345038230,1653345682623
Boyer / du Mont-Royal,Le Plateau-Mont-Royal,45.527432,-73.579917,Gare d'autocars de Montréal (Berri / Ontario),Ville-Marie,45.516897,-73.563949,1653345043536,1653345475401
La Ronde,Ville-Marie,45.521565,-73.535332,Casino de Montréal,Ville-Marie,45.506373,-73.524577,1653345040962,1653346896732
Waverly / St-Viateur,Le Plateau-Mont-Royal,45.523856,-73.600127,Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.532514,-73.584811,1653345046207,1653345699982
Louis-Hébert / de Bellechasse,Rosemont - La Petite-Patrie,45.546661,-73.588684,1ère avenue / Rosemont,Rosemont - La Petite-Patrie,45.5478,-73.584867,1653345040463,1653345288745
Hamilton / Jolicoeur,Le Sud-Ouest,45.456355,-73.597557,Atwater / Greene,Le Sud-Ouest,45.480495,-73.577827,1653345045649,1653347020775
Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,de la Commune / King,Ville-Marie,45.497515,-73.552571,1653345042372,1653345487925
Plessis / Ontario,Ville-Marie,45.523492,-73.56073,Alexandre-DeSève / Ste-Catherine,Ville-Marie,45.52123,-73.553861,1653345045225,1653345426179
de l'Esplanade / du Mont-Royal,Le Plateau-Mont-Royal,45.518253,-73.588338,Marché Jean-Talon (Casgrain / Shamrock),Rosemont - La Petite-Patrie,45.5351901,-73.6154822,1653345045051,1653345911809
Drolet / Gounod,Villeray - Saint-Michel - Parc-Extension,45.540951,-73.626375,St-Dominique / Gounod,Villeray - Saint-Michel - Parc-Extension,45.538738,-73.628022,1653345046961,1653345235309
Parc Baldwin (Fullum / Sherbrooke),Le Plateau-Mont-Royal,45.5340705,-73.5626507,Drolet / Laurier,Le Plateau-Mont-Royal,45.526252,-73.589758,1653345051072,1653345823311
Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,de la Commune / King,Ville-Marie,45.497515,-73.552571,1653345050633,1653345489789
Jeanne-Mance / René-Lévesque,Ville-Marie,45.506371,-73.564201,Place Émilie-Gamelin,Ville-Marie,45.515901,-73.559948,1653345051581,1653345486119
Jeanne-Mance / René-Lévesque,Ville-Marie,45.506371,-73.564201,Place Émilie-Gamelin,Ville-Marie,45.515901,-73.559948,1653345051216,1653345485391
Beaudry / Ontario,Ville-Marie,45.5214582,-73.5620499,Alexandre-DeSève  / Ontario,Ville-Marie,45.5243588,-73.5605344,1653345051834,1653345240492
Queen / Wellington,Ville-Marie,45.497605,-73.55535,de la Commune / King,Ville-Marie,45.497515,-73.552571,1653345054363,1653347352394
Drolet / St-Zotique,Rosemont - La Petite-Patrie,45.534882,-73.609412,de Bordeaux / Masson,Le Plateau-Mont-Royal,45.538984,-73.582445,1653345055126,1653345820956
du Parc-Lafontaine / Rachel,Le Plateau-Mont-Royal,45.5254742,-73.5743251,Milton / du Parc,Le Plateau-Mont-Royal,45.509361,-73.573864,1653345055511,1653346067619
du Champ-de-Mars / Gosford,Ville-Marie,45.509655,-73.554009,du Parc-Lafontaine / Rachel,Le Plateau-Mont-Royal,45.5254742,-73.5743251,1653345059068,1653345777968
10e avenue / Holt,Rosemont - La Petite-Patrie,45.5519116,-73.5792112,16e avenue / St-Joseph,Rosemont - La Petite-Patrie,45.55287,-73.565631,1653345059723,1653348323141
19e avenue / St-Zotique,Rosemont - La Petite-Patrie,45.561594,-73.585643,19e avenue / St-Zotique,Rosemont - La Petite-Patrie,45.561594,-73.585643,1653345060920,1653349434042
Bernard / St-Urbain,Le Plateau-Mont-Royal,45.526267,-73.603191,Milton / du Parc,Le Plateau-Mont-Royal,45.509361,-73.573864,1653345062520,1653345900174
Métro Guy-Concordia (Guy / St-Catherine),Ville-Marie,45.495045,-73.57783,de la Commune / Berri,Ville-Marie,45.51086,-73.54983,1653345064087,1653346462708
de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,Parthenais / Ste-Catherine,Ville-Marie,45.526006,-73.548864,1653345062835,1653346194074
de Soissons / de Darlington,Côte-des-Neiges - Notre-Dame-de-Grâce,45.506899,-73.623526,Graham / Brookfield,Mont-Royal,45.520222,-73.629856,1653345064434,1653346432174
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Ste-Catherine / Union,Ville-Marie,45.5036663,-73.5695761,1653345076685,1653346197717
St-Jacques / des Seigneurs,Le Sud-Ouest,45.489186,-73.5719,Turgeon / Notre-Dame,Le Sud-Ouest,45.478888,-73.581989,1653345067439,1653345652504
Fullum / Marie-Anne,Le Plateau-Mont-Royal,45.5365054,-73.5680392,Louis-Hébert / Beaubien,Rosemont - La Petite-Patrie,45.548186,-73.59201,1653345075774,1653345658205
Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,Jeanne-Mance / Laurier,Le Plateau-Mont-Royal,45.5201249,-73.5952138,1653345074198,1653345317612
Complexe sportif Claude-Robillard,Ahuntsic-Cartierville,45.553262,-73.638615,Thimens / Alexis-Nihon,Saint-Laurent,45.508978,-73.698564,1653345078881,1653346854848
Marquette / des Carrières,Rosemont - La Petite-Patrie,45.538799,-73.5887,Marquette / des Carrières,Rosemont - La Petite-Patrie,45.538799,-73.5887,1653345084040,1653346514763
Hutchison / Prince-Arthur,Le Plateau-Mont-Royal,45.509759,-73.576107,Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),Ville-Marie,45.5082046,-73.5688144,1653345076071,1653345258197
Crescent / de Maisonneuve,Ville-Marie,45.498112,-73.577615,Berri / Rachel,Le Plateau-Mont-Royal,45.522719,-73.577204,1653345076002,1653346861527
Aylmer / Sherbrooke,Le Plateau-Mont-Royal,45.506587,-73.573299,Drolet / St-Zotique,Rosemont - La Petite-Patrie,45.534882,-73.609412,1653345077754,1653346801373
de l'Esplanade / Fairmount,Le Plateau-Mont-Royal,45.521496,-73.596827,de l'Esplanade / du Mont-Royal,Le Plateau-Mont-Royal,45.518253,-73.588338,1653345076431,1653346363196
Métro Jolicoeur (de Sève / Drake),Le Sud-Ouest,45.4560855,-73.5819371,Cégep André-Laurendeau (Lapierre),LaSalle,45.4360551,-73.6057752,1653345080047,1653346312482
Bernard / St-Urbain,Le Plateau-Mont-Royal,45.526267,-73.603191,de l'Esplanade / du Mont-Royal,Le Plateau-Mont-Royal,45.518253,-73.588338,1653345083679,1653345539270
Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.532514,-73.584811,St-Dominique / Bernard,Le Plateau-Mont-Royal,45.527933,-73.601223,1653345083716,1653345862458
O'Brien / Poirier,Saint-Laurent,45.52246,-73.691564,du Souvenir / Chomedey,Laval,45.551886,-73.74444,1653345084256,1653346550433
Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.517,-73.589,Aylmer / Prince-Arthur,Le Plateau-Mont-Royal,45.508567,-73.577698,1653345085051,1653345343524
Crescent / de Maisonneuve,Ville-Marie,45.498112,-73.577615,Milton / du Parc,Le Plateau-Mont-Royal,45.509361,-73.573864,1653345086441,1653345613631
Parc Olympique (Pie-IX / Sherbrooke),Mercier - Hochelaga-Maisonneuve,45.5548245,-73.5537028,Parc Père-Marquette (de Lanaudière / de Bellechasse),Rosemont - La Petite-Patrie,45.539324,-73.5958784,1653345082069,1653346798575
de Bordeaux / Masson,Le Plateau-Mont-Royal,45.538984,-73.582445,Parthenais / du Mont-Royal,Le Plateau-Mont-Royal,45.536346,-73.57131,1653345094166,1653345415295
St-Jacques / des Seigneurs,Le Sud-Ouest,45.489186,-73.5719,LaSalle / Godin,Verdun,45.446934,-73.572199,1653345090866,1653347644731
Bassin olympique (Chemin du Chenal le Moyne),Ville-Marie,45.5169025,-73.5272455,Parc Plage,Ville-Marie,45.502828,-73.527793,1653345086530,1653349041178
Métro Villa-Maria (de Monkland / Décarie),Côte-des-Neiges - Notre-Dame-de-Grâce,45.4789684,-73.6195993,Grand Boulevard / de Terrebonne,Côte-des-Neiges - Notre-Dame-de-Grâce,45.470544,-73.63168,1653345092757,1653345479885
Dorion / Ontario,Ville-Marie,45.526991,-73.558212,Laval / Rachel,Le Plateau-Mont-Royal,45.520179,-73.579424,1653345095531,1653345684508
du Mont-Royal / Clark,Le Plateau-Mont-Royal,45.51941,-73.58685,de Léry / Sherbrooke,Mercier - Hochelaga-Maisonneuve,45.5409997,-73.5582626,1653345092748,1653346124528
de Bordeaux / Masson,Le Plateau-Mont-Royal,45.538984,-73.582445,Parthenais / du Mont-Royal,Le Plateau-Mont-Royal,45.536346,-73.57131,1653345093688,1653345410716
Ropery / Augustin-Cantin,Le Sud-Ouest,45.480914,-73.56846,de la Commune / King,Ville-Marie,45.497515,-73.552571,1653345097127,1653346486321
Crescent / René-Lévesque,Ville-Marie,45.4959617,-73.5732535,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),Ville-Marie,45.494872,-73.571124,1653345102217,1653345172908
de la Roche /  de Bellechasse,Rosemont - La Petite-Patrie,45.537159,-73.597476,Cartier / Masson,Le Plateau-Mont-Royal,45.538021,-73.583524,1653345100339,1653345389181
Rivard / Rachel,Le Plateau-Mont-Royal,45.522278,-73.577591,Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,1653345100836,1653346912868
Ropery / Augustin-Cantin,Le Sud-Ouest,45.480914,-73.56846,de la Commune / King,Ville-Marie,45.497515,-73.552571,1653345105223,1653346430848
